sku,year,make,model
sku180,2000,make22,model486
sku223,2003,make20,model274
sku967,2006,make35,model63
sku290,1993,make42,model140
sku588,2002,make39,model424
sku576,1995,make45,model313
sku212,2011,make50,model426
sku489,1999,make25,model334
sku810,2012,make32,model17
sku471,1990,make29,model219
sku711,1996,make29,model1
sku415,1999,make14,model2
sku939,1991,make43,model257
sku294,2007,make7,model253
sku620,1993,make18,model54
sku515,2010,make39,model162
sku771,1999,make18,model121
sku451,2012,make34,model81
sku195,1995,make9,model305
sku639,2000,make31,model289
sku488,2001,make5,model391
sku198,1995,make15,model409
sku362,2005,make47,model438
sku488,2006,make10,model129
sku116,2003,make25,model283
sku491,1994,make37,model343
sku415,2011,make15,model27
sku329,2011,make32,model408
sku366,2007,make30,model282
sku950,2011,make19,model156
sku523,1997,make10,model5
sku4,1999,make14,model60
sku942,2008,make35,model216
sku942,1999,make6,model179
sku301,1999,make21,model315
sku317,1990,make23,model342
sku762,1990,make13,model356
sku922,2004,make2,model222
sku929,1995,make23,model466
sku595,2007,make3,model268
sku486,2007,make49,model214
sku147,1991,make40,model224
sku495,1994,make4,model406
sku234,2002,make25,model498
sku562,2007,make36,model242
sku363,2007,make47,model146
sku938,1999,make12,model266
sku100,1996,make4,model293
sku9,1990,make1,model78
sku117,2009,make31,model306
sku988,2006,make22,model111
sku199,2011,make11,model380
sku653,2012,make13,model8
sku652,1994,make16,model295
sku550,2002,make7,model325
sku803,1994,make12,model406
sku221,1995,make49,model169
sku42,2003,make48,model15
sku247,1998,make13,model223
sku283,2001,make11,model468
sku391,2000,make48,model21
sku617,1996,make32,model83
sku786,2008,make41,model294
sku938,1991,make20,model79
sku297,1998,make25,model170
sku934,2000,make19,model91
sku810,2004,make32,model46
sku86,2009,make2,model238
sku276,2013,make26,model446
sku233,1993,make3,model10
sku900,2010,make31,model419
sku923,1990,make50,model110
sku371,2001,make28,model153
sku931,2012,make25,model370
sku544,1992,make42,model315
sku939,2010,make6,model107
sku835,2004,make6,model34
sku771,1993,make5,model335
sku36,2006,make26,model479
sku697,2002,make9,model34
sku990,2007,make19,model461
sku658,2010,make33,model101
sku966,2001,make42,model453
sku350,2012,make6,model92
sku557,1995,make13,model164
sku387,1998,make50,model211
sku28,2002,make19,model363
sku5,2003,make40,model498
sku289,1993,make46,model474
sku20,2003,make8,model493
sku66,2013,make45,model208
sku912,1990,make30,model234
sku233,2010,make40,model310
sku186,2008,make3,model107
sku295,2000,make47,model150
sku976,2007,make15,model133
sku893,1994,make11,model457
sku783,1998,make45,model424
sku338,2008,make14,model125
sku797,2010,make36,model15
sku709,2002,make33,model448
sku303,2006,make6,model299
sku109,1991,make45,model43
sku775,1994,make18,model334
sku398,2003,make29,model90
sku921,2001,make2,model130
sku266,1996,make26,model32
sku150,1995,make5,model430
sku734,2007,make38,model18
sku428,2010,make32,model269
sku905,2002,make32,model340
sku718,2013,make18,model58
sku533,2012,make15,model227
sku402,1997,make36,model334
sku611,1995,make37,model381
sku441,2009,make31,model88
sku559,1998,make11,model493
sku231,2010,make27,model68
sku371,1993,make41,model44
sku114,1993,make11,model323
sku84,2001,make5,model243
sku819,2009,make8,model215
sku28,2011,make10,model235
sku700,2009,make33,model129
sku178,2010,make13,model205
sku697,2008,make28,model34
sku909,1998,make8,model12
sku517,1998,make34,model300
sku854,2008,make5,model337
sku577,1995,make6,model303
sku116,1996,make4,model408
sku98,2007,make4,model138
sku570,1997,make35,model134
sku82,1995,make17,model495
sku585,2001,make1,model51
sku847,2006,make35,model351
sku447,2008,make19,model12
sku20,2001,make32,model68
sku764,2006,make48,model431
sku418,1990,make7,model494
sku339,2009,make13,model210
sku49,2004,make21,model317
sku77,2000,make37,model462
sku102,2000,make32,model275
sku217,2013,make29,model118
sku469,1994,make19,model117
sku902,1997,make5,model160
sku343,1995,make16,model341
sku52,2003,make6,model50
sku149,2002,make37,model113
sku933,2001,make8,model17
sku898,2008,make30,model57
sku768,1993,make18,model118
sku355,2007,make24,model129
sku40,2003,make29,model191
sku793,2011,make4,model423
sku445,1993,make48,model297
sku674,2006,make41,model303
sku141,2013,make32,model19
sku739,1995,make8,model253
sku377,2002,make38,model366
sku220,1995,make50,model130
sku773,2003,make33,model283
sku449,2006,make21,model447
sku867,1998,make25,model270
sku31,1997,make8,model86
sku273,2008,make11,model6
sku8,1998,make26,model193
sku860,1996,make6,model40
sku470,1992,make17,model122
sku670,2013,make41,model59
sku683,1995,make1,model275
sku573,2001,make5,model302
sku803,1995,make39,model38
sku21,2013,make5,model15
sku342,2004,make21,model101
sku865,2002,make15,model168
sku633,2004,make29,model152
sku600,1999,make21,model142
sku604,2000,make42,model88
sku927,2012,make39,model365
sku156,2003,make41,model88
sku534,2011,make11,model438
sku497,2004,make4,model181
sku146,1998,make35,model390
sku978,1996,make5,model289
sku658,2001,make43,model131
sku930,2006,make22,model428
sku611,1995,make30,model383
sku765,1999,make48,model150
sku281,1993,make9,model389
sku763,1996,make7,model454
sku609,2009,make35,model294
sku105,2008,make9,model382
sku267,1990,make2,model98
sku714,2000,make3,model163
sku672,2005,make5,model219
sku26,1990,make37,model153
sku178,2011,make5,model470
sku159,1995,make43,model384
sku52,2002,make18,model79
sku300,2002,make46,model283
sku541,2012,make39,model128
sku399,2009,make29,model36
sku449,2006,make26,model237
sku702,1995,make39,model440
sku150,2010,make41,model154
sku80,2005,make4,model66
sku200,2000,make15,model250
sku946,1994,make4,model243
sku148,2009,make38,model274
sku638,1997,make31,model43
sku989,1992,make28,model345
sku365,1998,make29,model257
sku198,1999,make42,model139
sku54,2011,make21,model127
sku324,2006,make38,model135
sku904,2009,make38,model26
sku641,2001,make30,model139
sku815,1995,make19,model402
sku338,2012,make25,model351
sku259,1991,make11,model228
sku450,1990,make37,model252
sku932,1993,make38,model128
sku838,2002,make27,model371
sku322,1996,make40,model481
sku776,1999,make12,model296
sku603,2004,make20,model470
sku523,2011,make33,model391
sku948,2010,make12,model199
sku892,2013,make45,model412
sku111,2005,make4,model475
sku162,2004,make35,model242
sku885,2001,make23,model330
sku870,2006,make13,model236
sku285,2005,make21,model404
sku530,1991,make30,model239
sku909,2009,make44,model401
sku794,2008,make32,model452
sku430,2006,make43,model296
sku307,2002,make4,model96
sku22,2002,make43,model446
sku200,1992,make19,model243
sku744,2008,make15,model137
sku828,2011,make38,model368
sku705,2004,make27,model249
sku400,1993,make21,model415
sku863,1996,make21,model85
sku795,2001,make19,model408
sku9,1995,make36,model105
sku312,1991,make35,model28
sku845,2013,make17,model336
sku864,1991,make21,model284
sku705,2012,make4,model52
sku104,2001,make47,model484
sku721,1998,make7,model258
sku844,2001,make17,model426
sku708,1990,make4,model10
sku107,2008,make4,model476
sku737,1999,make32,model300
sku484,1990,make9,model94
sku974,1995,make15,model39
sku700,1995,make3,model210
sku575,1994,make47,model209
sku675,1996,make14,model192
sku301,1997,make21,model204
sku83,2001,make18,model410
sku883,2013,make21,model183
sku11,2004,make28,model492
sku818,2010,make3,model259
sku68,1992,make47,model321
sku280,2010,make3,model478
sku134,1997,make17,model218
sku660,2007,make43,model371
sku218,1994,make29,model50
sku179,2013,make24,model95
sku564,1990,make9,model191
sku862,1995,make45,model465
sku334,2010,make29,model307
sku707,2005,make29,model421
sku960,2011,make14,model310
sku644,1992,make19,model431
sku314,2012,make48,model247
sku900,2000,make35,model232
sku442,2010,make43,model152
sku86,2007,make12,model210
sku580,2009,make2,model143
sku432,2004,make7,model196
sku503,1999,make1,model73
sku516,1998,make1,model415
sku293,2013,make17,model97
sku389,1990,make33,model416
sku857,2001,make7,model471
sku244,1998,make18,model412
sku166,1999,make6,model299
sku990,1995,make50,model246
sku635,2013,make32,model75
sku370,2005,make49,model331
sku607,1997,make43,model498
sku303,2002,make42,model80
sku10,2013,make5,model127
sku323,2001,make4,model245
sku851,1994,make5,model421
sku419,1991,make17,model27
sku73,2013,make11,model222
sku612,1994,make6,model110
sku480,2012,make11,model391
sku468,1990,make47,model239
sku998,1990,make37,model161
sku500,2009,make41,model176
sku990,2011,make10,model204
sku970,2002,make24,model22
sku492,2005,make25,model52
sku842,2004,make17,model161
sku548,2002,make6,model8
sku574,1991,make25,model286
sku82,1995,make45,model291
sku26,2006,make47,model8
sku597,1992,make22,model284
sku646,2011,make31,model69
sku544,1992,make12,model193
sku684,2003,make36,model116
sku95,2009,make13,model334
sku852,2007,make12,model467
sku958,1993,make26,model492
sku831,2000,make50,model214
sku570,2000,make50,model108
sku302,2004,make18,model423
sku696,2004,make12,model190
sku151,2012,make31,model123
sku747,2010,make46,model299
sku594,1993,make27,model276
sku280,1991,make27,model56
sku494,2002,make27,model32
sku952,2002,make14,model127
sku131,2005,make5,model414
sku220,1997,make11,model186
sku267,2009,make31,model7
sku672,2002,make31,model133
sku679,1993,make41,model480
sku189,1998,make4,model341
sku883,2004,make38,model418
sku135,1990,make5,model133
sku651,1994,make5,model436
sku515,1997,make13,model391
sku112,2010,make40,model392
sku385,1999,make3,model32
sku547,2010,make2,model368
sku215,1992,make21,model49
sku696,1993,make47,model415
sku183,1990,make5,model417
sku206,1994,make36,model361
sku483,2012,make26,model298
sku801,1997,make19,model93
sku700,2000,make13,model124
sku291,1996,make50,model253
sku361,1999,make31,model29
sku560,2002,make45,model371
sku556,2013,make29,model381
sku167,1996,make25,model325
sku222,2013,make13,model12
sku280,2004,make11,model490
sku49,2000,make12,model170
sku729,1994,make43,model45
sku606,2000,make8,model83
sku984,1990,make46,model270
sku12,2001,make16,model90
sku758,2008,make42,model490
sku768,1991,make1,model24
sku695,1995,make2,model372
sku667,1996,make5,model198
sku460,2012,make25,model33
sku375,2005,make12,model179
sku660,1993,make45,model336
sku617,1994,make43,model188
sku982,2006,make18,model375
sku751,1998,make40,model223
sku564,2009,make10,model115
sku73,1996,make32,model267
sku197,1992,make30,model286
sku737,2009,make47,model199
sku964,2009,make4,model291
sku24,2012,make48,model3
sku597,1997,make38,model174
sku663,2003,make40,model113
sku370,2013,make23,model222
sku251,1991,make49,model224
sku188,2003,make1,model462
sku399,2012,make17,model182
sku770,1999,make48,model397
sku307,2011,make40,model452
sku207,2003,make13,model435
sku99,1991,make5,model235
sku24,2003,make46,model137
sku629,2011,make37,model409
sku456,2007,make38,model428
sku682,1991,make11,model226
sku449,1993,make13,model378
sku60,1990,make33,model134
sku591,2011,make7,model345
sku952,1995,make8,model488
sku779,1991,make13,model204
sku952,2013,make12,model204
sku707,2013,make14,model194
sku25,2001,make42,model237
sku642,1991,make12,model351
sku122,2011,make49,model356
sku795,1992,make21,model374
sku332,2003,make37,model55
sku624,2013,make26,model288
sku942,2007,make50,model325
sku705,1995,make2,model365
sku725,2010,make11,model183
sku956,2000,make4,model39
sku317,1990,make40,model56
sku137,1994,make43,model235
sku745,2003,make29,model184
sku552,1992,make48,model247
sku837,2012,make8,model271
sku171,1994,make14,model448
sku52,2001,make14,model4
sku903,1997,make5,model110
sku362,2010,make17,model250
sku58,1994,make49,model401
sku768,2003,make9,model160
sku641,1992,make41,model239
sku38,2012,make1,model105
sku132,1996,make6,model92
sku760,1998,make10,model332
sku691,1996,make45,model27
sku141,1995,make28,model99
sku399,2002,make50,model83
sku63,1994,make25,model352
sku282,1997,make9,model160
sku252,1994,make27,model192
sku484,2005,make29,model122
sku993,2008,make46,model342
sku26,2008,make37,model83
sku998,1996,make19,model198
sku804,1998,make29,model434
sku532,1991,make29,model407
sku343,2007,make7,model298
sku946,2005,make49,model215
sku290,2003,make34,model142
sku298,2003,make49,model162
sku365,2006,make25,model181
sku987,2010,make38,model396
sku214,1997,make33,model373
sku362,1995,make28,model353
sku974,2006,make15,model460
sku349,1996,make18,model319
sku820,1990,make46,model59
sku598,2011,make22,model481
sku586,2012,make17,model287
sku779,1991,make19,model497
sku396,1990,make37,model379
sku245,1997,make24,model110
sku985,2008,make7,model167
sku38,2001,make49,model429
sku506,2011,make49,model52
sku777,1999,make4,model182
sku341,1999,make47,model60
sku467,1997,make6,model431
sku317,2010,make31,model281
sku144,1991,make39,model65
sku843,2011,make24,model441
sku402,2000,make37,model454
sku325,2007,make1,model51
sku126,1991,make24,model233
sku462,1999,make30,model464
sku696,2006,make40,model6
sku544,1999,make29,model344
sku491,1998,make41,model167
sku268,1996,make11,model335
sku711,2012,make29,model18
sku663,2004,make7,model394
sku659,2004,make13,model60
sku996,2010,make3,model346
sku533,2010,make36,model39
sku245,1996,make39,model368
sku625,2003,make4,model447
sku858,1996,make29,model284
sku233,1993,make31,model448
sku721,2007,make35,model190
sku335,2012,make25,model165
sku773,2003,make2,model153
sku379,2007,make20,model312
sku996,1993,make18,model311
sku727,2000,make26,model292
sku707,1991,make8,model470
sku210,2008,make42,model465
sku490,2002,make16,model412
sku452,2009,make8,model112
sku348,1994,make27,model364
sku896,2011,make18,model446
sku60,2006,make26,model394
sku133,1990,make19,model420
sku98,2002,make39,model154
sku275,2004,make12,model382
sku127,2003,make30,model289
sku348,2007,make41,model348
sku913,1997,make22,model404
sku245,2008,make35,model152
sku480,1995,make5,model306
sku235,2001,make23,model167
sku983,1995,make32,model129
sku841,2011,make1,model484
sku420,2004,make28,model384
sku345,1998,make24,model129
sku679,2011,make4,model462
sku656,2008,make12,model68
sku974,1997,make38,model104
sku778,1994,make28,model380
sku428,1994,make1,model134
sku57,1990,make12,model238
sku640,2008,make13,model493
sku126,2006,make13,model403
sku590,1997,make37,model123
sku69,2012,make20,model21
sku270,1993,make13,model24
sku326,2008,make41,model377
sku970,2009,make1,model14
sku856,1996,make26,model248
sku34,2007,make25,model80
sku450,2007,make49,model20
sku27,2006,make15,model48
sku643,2005,make7,model456
sku793,1999,make48,model59
sku175,2008,make44,model73
sku587,2011,make9,model222
sku144,2006,make47,model89
sku418,2000,make17,model434
sku140,1997,make46,model84
sku989,1994,make14,model316
sku858,1999,make28,model325
sku782,2002,make39,model479
sku267,2005,make6,model427
sku528,1996,make15,model336
sku944,1995,make43,model181
sku652,1994,make12,model396
sku482,1993,make48,model235
sku327,1995,make6,model92
sku617,2005,make42,model200
sku146,2004,make18,model206
sku239,2000,make14,model383
sku727,2003,make22,model335
sku793,1996,make2,model223
sku466,1996,make12,model474
sku394,1994,make21,model360
sku412,2002,make46,model15
sku162,2007,make22,model154
sku338,2008,make36,model288
sku236,2013,make18,model481
sku542,2008,make32,model168
sku60,2005,make39,model263
sku921,1990,make24,model157
sku207,2011,make2,model310
sku408,2012,make33,model285
sku674,1991,make44,model6
sku854,2004,make30,model45
sku576,2012,make3,model59
sku703,2006,make23,model382
sku343,1995,make15,model132
sku245,2008,make29,model226
sku649,2004,make4,model28
sku548,2007,make32,model111
sku791,2001,make12,model322
sku92,2009,make37,model334
sku744,2008,make40,model224
sku464,1995,make11,model404
sku467,2001,make4,model356
sku256,2005,make9,model452
sku258,1995,make48,model403
sku949,2004,make2,model370
sku83,1996,make20,model88
sku75,1992,make43,model409
sku897,2005,make14,model181
sku863,2001,make9,model165
sku968,1995,make2,model112
sku884,1994,make7,model71
sku433,1992,make48,model191
sku671,2013,make6,model377
sku229,2002,make47,model152
sku617,2008,make7,model257
sku397,1999,make44,model130
sku857,1990,make30,model412
sku277,2005,make3,model80
sku827,1994,make16,model130
sku261,1995,make32,model466
sku218,2008,make35,model223
sku262,2004,make38,model439
sku383,2010,make20,model390
sku253,1996,make2,model55
sku304,2005,make47,model291
sku252,2013,make37,model40
sku153,1990,make17,model207
sku286,2013,make18,model252
sku737,1990,make48,model499
sku640,2006,make44,model12
sku565,1996,make41,model409
sku532,2010,make47,model418
sku465,2010,make21,model359
sku837,1993,make40,model495
sku194,1993,make21,model240
sku109,2007,make50,model423
sku774,2012,make43,model207
sku626,2007,make22,model96
sku986,1995,make1,model259
sku77,2012,make18,model271
sku792,2008,make13,model315
sku921,1991,make31,model58
sku184,1990,make30,model146
sku767,2003,make7,model270
sku506,2013,make48,model66
sku697,1999,make17,model341
sku625,1997,make10,model351
sku264,2003,make13,model28
sku316,2001,make35,model119
sku552,1997,make18,model368
sku321,2012,make2,model44
sku521,1993,make32,model13
sku142,2003,make8,model419
sku967,2001,make26,model296
sku809,2007,make15,model36
sku268,2002,make7,model292
sku36,2009,make41,model294
sku108,1994,make17,model215
sku117,1998,make26,model319
sku512,1993,make34,model327
sku719,2009,make25,model343
sku300,1990,make14,model54
sku728,2003,make9,model498
sku104,1997,make29,model70
sku113,1999,make37,model111
sku569,1991,make33,model343
sku397,1993,make17,model454
sku304,2013,make29,model11
sku807,1991,make36,model53
sku61,2013,make11,model395
sku551,1999,make40,model328
sku697,1998,make40,model405
sku760,2002,make2,model165
sku567,2006,make1,model482
sku842,1998,make44,model73
sku323,2000,make9,model65
sku481,2010,make12,model271
sku855,2000,make17,model203
sku841,1992,make3,model269
sku475,2010,make18,model117
sku372,1999,make29,model469
sku56,2003,make45,model449
sku912,2008,make3,model117
sku200,1995,make19,model340
sku81,2004,make12,model468
sku46,2003,make18,model444
sku663,1999,make22,model69
sku254,2008,make19,model313
sku147,2012,make29,model102
sku507,2001,make5,model209
sku231,1993,make33,model216
sku350,1990,make6,model216
sku613,1997,make19,model330
sku881,2006,make28,model272
sku108,2013,make34,model181
sku738,1991,make50,model443
sku981,2003,make5,model244
sku8,1994,make46,model120
sku328,2003,make34,model339
sku572,2008,make6,model93
sku110,2001,make43,model496
sku181,1999,make27,model145
sku355,1995,make33,model47
sku263,2005,make49,model122
sku180,1991,make37,model94
sku249,2005,make22,model289
sku192,1992,make13,model382
sku873,1998,make48,model492
sku836,2008,make49,model9
sku177,2002,make16,model266
sku720,2012,make32,model492
sku587,2004,make12,model384
sku663,2012,make48,model456
sku591,1999,make25,model392
sku474,2007,make28,model174
sku103,2001,make17,model469
sku283,1997,make48,model230
sku809,1996,make50,model265
sku211,2004,make26,model399
sku213,2007,make29,model438
sku692,2002,make40,model142
sku897,1996,make4,model186
sku14,2004,make36,model58
sku102,1991,make3,model193
sku348,1990,make43,model79
sku265,2009,make35,model238
sku446,1994,make14,model329
sku932,2010,make27,model312
sku353,1997,make46,model125
sku591,2013,make31,model302
sku580,1998,make36,model341
sku382,2008,make4,model365
sku779,2011,make45,model22
sku741,2003,make26,model93
sku766,2008,make43,model349
sku625,1999,make17,model489
sku693,1995,make12,model142
sku197,2010,make45,model389
sku182,2004,make23,model282
sku378,2002,make15,model78
sku433,1994,make10,model87
sku748,2007,make18,model257
sku505,1994,make11,model65
sku578,2002,make6,model136
sku757,1997,make28,model477
sku177,2000,make37,model179
sku47,1994,make47,model213
sku712,1995,make30,model72
sku390,2008,make16,model69
sku494,2006,make33,model499
sku879,2010,make7,model228
sku390,1995,make37,model74
sku564,1996,make5,model371
sku721,2009,make5,model384
sku16,1990,make10,model364
sku231,2008,make44,model311
sku550,1994,make38,model22
sku863,1999,make3,model371
sku268,1994,make10,model329
sku400,2012,make41,model482
sku203,2011,make36,model462
sku732,2009,make35,model374
sku821,2011,make24,model26
sku654,1998,make34,model102
sku532,2000,make13,model198
sku838,1996,make7,model53
sku454,1997,make39,model427
sku255,2003,make41,model229
sku469,2002,make20,model100
sku322,1991,make48,model71
sku955,2000,make10,model304
sku767,2010,make41,model150
sku295,1991,make35,model66
sku345,2009,make12,model400
sku161,2013,make33,model208
sku564,2001,make44,model16
sku987,1996,make12,model155
sku327,1994,make23,model141
sku601,2005,make45,model184
sku508,2006,make34,model401
sku758,1998,make47,model51
sku188,1994,make45,model175
sku168,2003,make39,model366
sku19,2005,make39,model3
sku892,2013,make16,model110
sku175,2008,make25,model388
sku407,1999,make8,model458
sku89,2009,make36,model424
sku168,2005,make48,model178
sku820,2010,make36,model494
sku400,2001,make36,model209
sku104,2001,make22,model498
sku476,2007,make11,model326
sku501,2007,make22,model454
sku100,2003,make42,model95
sku376,2002,make2,model272
sku188,2013,make45,model4
sku832,2004,make50,model116
sku67,2007,make33,model85
sku192,1991,make9,model334
sku809,1999,make16,model155
sku88,2007,make11,model94
sku310,1990,make19,model343
sku575,1999,make12,model381
sku395,1992,make39,model113
sku725,2008,make23,model396
sku472,1992,make49,model332
sku177,1992,make17,model493
sku500,2005,make15,model294
sku390,2002,make39,model350
sku547,1993,make20,model61
sku561,2004,make45,model478
sku738,2005,make10,model231
sku412,2005,make13,model442
sku742,1995,make28,model460
sku337,2011,make46,model418
sku524,1994,make22,model457
sku705,1994,make31,model126
sku347,2013,make19,model454
sku611,1996,make44,model175
sku907,1991,make41,model160
sku681,1991,make11,model211
sku276,2007,make18,model306
sku625,1995,make23,model74
sku439,2010,make4,model72
sku67,2006,make20,model207
sku673,2008,make17,model142
sku23,1994,make32,model465
sku226,2000,make13,model453
sku505,2000,make17,model390
sku198,2006,make20,model412
sku911,2010,make49,model175
sku710,1990,make25,model389
sku707,2011,make10,model190
sku656,2002,make34,model339
sku694,1997,make31,model460
sku737,2010,make42,model121
sku306,1993,make2,model252
sku821,1999,make17,model366
sku252,1997,make5,model481
sku327,2003,make37,model17
sku462,2012,make21,model59
sku437,1991,make40,model65
sku370,1999,make3,model53
sku257,2010,make18,model281
sku26,1998,make4,model423
sku779,1999,make29,model15
sku685,2005,make50,model6
sku230,2007,make3,model346
sku654,2000,make41,model46
sku531,2004,make12,model450
sku3,1996,make1,model130
sku143,1998,make42,model84
sku718,2011,make1,model249
sku277,2004,make27,model481
sku247,2002,make49,model239
sku244,1990,make9,model449
sku471,2013,make50,model1
sku577,1994,make46,model290
sku476,2011,make42,model309
sku257,2005,make40,model488
sku548,2009,make24,model412
sku389,2013,make40,model318
sku514,2008,make6,model379
sku772,1996,make33,model122
sku255,2005,make13,model416
sku846,1993,make21,model161
sku50,1995,make47,model154
sku911,2007,make15,model229
sku523,2008,make15,model456
sku750,1991,make28,model132
sku822,2005,make1,model297
sku938,2006,make42,model97
sku312,1991,make2,model79
sku223,2000,make24,model137
sku683,1999,make29,model297
sku141,2010,make3,model332
sku612,1997,make29,model181
sku397,1992,make32,model109
sku778,2005,make41,model358
sku315,2005,make46,model313
sku725,2012,make40,model474
sku365,1996,make12,model24
sku678,2009,make33,model409
sku659,2006,make25,model135
sku22,1991,make32,model209
sku174,1996,make32,model476
sku896,2000,make34,model105
sku92,2003,make42,model409
sku507,2004,make39,model436
sku879,2013,make46,model279
sku784,2003,make19,model221
sku250,2010,make36,model136
sku909,1998,make35,model41
sku595,1997,make2,model245
sku769,2006,make35,model431
sku276,2002,make34,model391
sku154,2000,make33,model16
sku427,2003,make30,model105
sku130,2013,make33,model190
sku817,1998,make33,model363
sku704,1998,make41,model150
sku660,2010,make40,model215
sku541,2001,make15,model408
sku23,2013,make30,model88
sku409,1995,make11,model418
sku820,2009,make3,model475
sku759,2006,make17,model288
sku59,2013,make16,model382
sku312,1992,make4,model486
sku949,2010,make21,model245
sku336,2006,make16,model180
sku657,2011,make27,model33
sku151,2007,make45,model486
sku538,2012,make46,model148
sku640,1995,make44,model349
sku221,1994,make23,model266
sku280,2002,make26,model114
sku369,2011,make36,model353
sku593,1990,make4,model125
sku925,2004,make16,model38
sku340,1995,make3,model439
sku156,2013,make9,model398
sku210,1991,make25,model215
sku215,2012,make49,model247
sku474,2001,make37,model421
sku368,2000,make28,model481
sku462,2004,make11,model194
sku207,2002,make24,model273
sku737,2002,make22,model447
sku472,2004,make35,model341
sku638,1994,make6,model427
sku134,1991,make18,model304
sku537,1991,make23,model453
sku508,2013,make44,model485
sku603,1991,make18,model405
sku600,2009,make18,model168
sku324,2008,make12,model398
sku372,2011,make24,model5
sku96,2004,make44,model115
sku659,1994,make42,model98
sku276,1996,make5,model392
sku277,2013,make38,model440
sku41,1992,make35,model321
sku924,1991,make49,model124
sku822,1994,make3,model97
sku118,2002,make11,model107
sku105,1991,make23,model382
sku272,1996,make48,model274
sku560,1991,make17,model418
sku24,1991,make36,model33
sku190,1999,make36,model57
sku447,2006,make19,model134
sku883,1999,make24,model1
sku920,2005,make11,model13
sku727,2005,make40,model500
sku933,2007,make28,model246
sku803,2011,make17,model414
sku959,1990,make45,model74
sku445,2004,make14,model446
sku275,2004,make8,model79
sku24,2004,make8,model472
sku283,1998,make49,model5
sku28,2008,make1,model480
sku500,2003,make23,model152
sku428,2008,make7,model193
sku819,1990,make27,model132
sku614,2009,make8,model444
sku417,1997,make3,model221
sku933,1994,make20,model108
sku574,1998,make12,model301
sku108,1995,make29,model304
sku783,1990,make46,model106
sku789,1990,make30,model304
sku56,1993,make44,model335
sku925,1990,make28,model171
sku336,2004,make40,model134
sku803,1993,make25,model188
sku519,2006,make49,model313
sku936,2002,make12,model360
sku548,1993,make47,model168
sku178,2002,make48,model117
sku655,2009,make46,model290
sku835,2000,make47,model86
sku58,2006,make22,model430
sku869,2012,make12,model194
sku626,1995,make1,model281
sku748,1995,make14,model148
sku386,1995,make32,model282
sku734,2003,make40,model195
sku385,2006,make49,model110
sku155,2011,make20,model106
sku591,2009,make4,model230
sku747,1997,make43,model187
sku518,2010,make47,model133
sku102,1995,make29,model244
sku422,1994,make3,model78
sku765,2010,make28,model75
sku544,2002,make19,model350
sku401,2008,make46,model496
sku586,2013,make23,model167
sku288,1997,make36,model403
sku153,2005,make4,model127
sku852,2005,make38,model137
sku822,2008,make22,model294
sku637,2013,make37,model90
sku485,1992,make44,model443
sku864,2008,make44,model225
sku770,1997,make40,model29
sku621,2001,make44,model387
sku124,2012,make2,model488
sku561,2008,make13,model192
sku558,2006,make49,model98
sku649,2006,make19,model67
sku811,1996,make1,model337
sku41,2011,make7,model405
sku219,2011,make44,model420
sku389,2007,make31,model257
sku657,2005,make25,model109
sku408,2007,make31,model483
sku412,2003,make8,model30
sku276,2002,make10,model43
sku786,1995,make38,model414
sku103,2011,make32,model161
sku784,2002,make9,model87
sku227,2008,make35,model442
sku414,1994,make6,model411
sku908,2006,make40,model160
sku271,2012,make19,model273
sku479,2003,make32,model133
sku780,1999,make5,model441
sku271,2007,make11,model28
sku227,1998,make12,model227
sku138,2011,make17,model276
sku85,2000,make19,model496
sku139,1993,make16,model205
sku103,2006,make48,model291
sku258,2004,make43,model19
sku976,2012,make46,model124
sku663,1992,make16,model445
sku485,2002,make18,model311
sku441,2006,make9,model263
sku118,2003,make26,model128
sku702,2009,make34,model403
sku516,2004,make20,model387
sku206,1995,make41,model91
sku170,2007,make22,model417
sku849,2007,make37,model167
sku257,1991,make48,model349
sku745,1993,make12,model431
sku671,2007,make6,model187
sku568,2008,make9,model42
sku402,2003,make43,model304
sku797,2005,make40,model484
sku392,1995,make40,model120
sku943,2002,make29,model100
sku585,2002,make45,model165
sku653,1992,make10,model162
sku860,1997,make35,model214
sku89,2010,make26,model245
sku439,1998,make5,model118
sku28,2011,make11,model210
sku98,1990,make33,model20
sku521,1995,make12,model53
sku758,1993,make22,model206
sku255,2004,make37,model57
sku930,2000,make27,model10
sku304,1991,make26,model371
sku412,2004,make49,model220
sku488,1994,make43,model293
sku179,2002,make32,model350
sku749,2010,make41,model254
sku997,1995,make46,model126
sku860,2005,make19,model395
sku80,2011,make41,model192
sku953,1997,make7,model182
sku921,1992,make41,model204
sku282,2005,make50,model230
sku180,2004,make8,model465
sku477,2013,make22,model237
sku198,1998,make37,model29
sku2,1992,make43,model41
sku993,2005,make24,model473
sku971,2004,make16,model446
sku694,1992,make15,model488
sku773,1996,make22,model477
sku906,2004,make45,model191
sku555,1997,make43,model377
sku667,2003,make41,model334
sku669,2005,make38,model331
sku311,1995,make31,model141
sku804,2011,make9,model249
sku24,2001,make24,model399
sku761,2011,make38,model333
sku498,2005,make3,model27
sku945,2011,make41,model306
sku484,2004,make14,model76
sku270,1990,make41,model291
sku242,2000,make44,model23
sku330,1990,make28,model177
sku506,1990,make8,model134
sku920,2011,make47,model209
sku529,2013,make24,model237
sku884,1996,make5,model184
sku888,1998,make26,model79
sku392,1997,make37,model317
sku748,2004,make34,model39
